loan_id,origination_date,state,loan_type,loan_amount,interest_rate,loan_term_months,credit_score,annual_income,dti_ratio,borrower_segment,delinquency_status,days_past_due,loss_given_default,prob_of_default,origination_year,origination_quarter,is_default,is_delinquent,model_pd,risk_band
LN002200,2019-10-11,GA,Mortgage,108234,0.1429,360,306,51800,0.191,Deep Subprime,Current,1,0,0.287,2019,2019Q4,0,0,0.9205,Critical
LN002201,2023-03-02,FL,Small Business,78732,0.138,84,302,46647,0.462,Deep Subprime,Current,0,0,0.2029,2023,2023Q1,0,0,0.9485,Critical
LN002202,2020-09-27,FL,Small Business,45761,0.0367,84,829,64641,0.156,Near-Prime,Current,1,0,0.0169,2020,2020Q3,0,0,0.215,High
LN002203,2019-12-06,TX,Mortgage,245739,0.024,360,833,116221,0.188,Prime,Current,0,0,0.0091,2019,2019Q4,0,0,0.1364,Medium
LN002204,2023-02-16,TN,Mortgage,158558,0.0564,360,649,58509,0.391,Subprime,Current,0,0,0.1451,2023,2023Q1,0,0,0.4832,Critical
LN002205,2019-03-31,MD,Auto,31864,0.0451,60,698,37812,0.51,Subprime,Current,0,0,0.0642,2019,2019Q1,0,0,0.434,Critical
LN002206,2024-01-23,OH,Mortgage,177172,0.0589,360,637,107017,0.263,Subprime,90+ DPD,109,0,0.1294,2024,2024Q1,0,1,0.4997,Critical
LN002207,2023-07-24,TN,Mortgage,343987,0.0467,360,734,72101,0.457,Subprime,Current,0,0,0.0584,2023,2023Q3,0,0,0.3603,Critical
LN002208,2024-06-15,IN,Mortgage,400436,0.0441,360,725,88073,0.188,Near-Prime,Current,0,0,0.0559,2024,2024Q2,0,0,0.3345,Critical
LN002209,2020-11-27,TX,Small Business,74569,0.0719,84,591,99232,0.531,Subprime,90+ DPD,105,0,0.1415,2020,2020Q4,0,1,0.6544,Critical
LN002210,2022-09-11,HI,Student,32052,0.0373,120,768,50537,0.235,Near-Prime,Current,0,0,0.0333,2022,2022Q3,0,0,0.3092,Critical
LN002211,2021-11-03,MN,Auto,41002,0.0679,60,667,33169,0.316,Subprime,Current,0,0,0.156,2021,2021Q4,0,0,0.522,Critical
LN002212,2019-12-01,TX,Auto,16555,0.1451,60,304,66738,0.181,Deep Subprime,Current,0,0,0.2319,2019,2019Q4,0,0,0.9018,Critical
LN002213,2021-04-09,TX,Small Business,113679,0.041,84,759,50420,0.174,Near-Prime,Current,0,0,0.028,2021,2021Q2,0,0,0.2726,High
LN002214,2021-01-01,TX,Small Business,61160,0.0382,84,786,62112,0.487,Subprime,Current,0,0,0.0222,2021,2021Q1,0,0,0.3029,Critical
LN002215,2023-03-05,TX,Credit Card,2326,0.0571,0,695,121598,0.262,Near-Prime,Current,0,0,0.0741,2023,2023Q1,0,0,0.3169,Critical
LN002216,2019-11-28,MO,Mortgage,276230,0.0574,360,684,66156,0.149,Near-Prime,90+ DPD,106,0,0.0873,2019,2019Q4,0,1,0.3728,Critical
LN002217,2022-05-06,OH,Mortgage,350516,0.0455,360,704,150237,0.474,Subprime,Current,0,0,0.0667,2022,2022Q2,0,0,0.3814,Critical
LN002218,2020-06-04,MD,Personal,14479,0.0582,48,684,69375,0.261,Near-Prime,Current,1,0,0.0566,2020,2020Q2,0,0,0.4202,Critical
LN002219,2019-02-17,MO,Auto,24871,0.0545,60,675,51895,0.226,Near-Prime,90+ DPD,109,0,0.0646,2019,2019Q1,0,1,0.3729,Critical
LN002220,2024-12-30,NJ,Mortgage,179051,0.0491,360,697,31880,0.297,Near-Prime,Current,0,0,0.0879,2024,2024Q4,0,0,0.3447,Critical
LN002221,2024-03-30,MA,Mortgage,215998,0.0476,360,732,66972,0.39,Near-Prime,Current,4,0,0.072,2024,2024Q1,0,0,0.3074,Critical
LN002222,2024-08-06,CA,Small Business,98884,0.0416,84,789,37869,0.166,Near-Prime,Current,1,0,0.0154,2024,2024Q3,0,0,0.3075,Critical
LN002223,2020-06-02,NY,Student,16501,0.0425,120,753,78186,0.431,Subprime,Current,0,0,0.03,2020,2020Q2,0,0,0.3641,Critical
LN002224,2021-06-12,WA,Mortgage,198506,0.0437,360,732,56577,0.212,Near-Prime,Current,1,0,0.0887,2021,2021Q2,0,0,0.2435,High
LN002225,2024-04-10,CA,Small Business,66303,0.0448,84,727,55659,0.083,Near-Prime,Current,0,0,0.0873,2024,2024Q2,0,0,0.3894,Critical
LN002226,2023-07-09,CA,Auto,26464,0.0574,60,690,62478,0.168,Near-Prime,30-59 DPD,45,0,0.0684,2023,2023Q3,0,1,0.3967,Critical
LN002227,2023-04-07,LA,Student,47000,0.0526,120,691,67275,0.218,Near-Prime,Current,0,0,0.0773,2023,2023Q2,0,0,0.4376,Critical
LN002228,2019-08-28,AZ,Auto,24977,0.0517,60,696,58858,0.081,Near-Prime,Current,0,0,0.0616,2019,2019Q3,0,0,0.3655,Critical
LN002229,2021-10-12,FL,Mortgage,120100,0.0236,360,819,174263,0.347,Prime,Current,4,0,0.0168,2021,2021Q4,0,0,0.1633,High
LN002230,2019-09-07,MA,Auto,33013,0.0346,60,768,40699,0.393,Near-Prime,Current,0,0,0.0258,2019,2019Q3,0,0,0.2344,High
LN002231,2024-09-21,CO,Auto,34655,0.0265,60,845,99917,0.333,Prime,60-89 DPD,79,0,0.0144,2024,2024Q3,0,1,0.1783,High
LN002232,2023-03-01,NY,Auto,49228,0.0398,60,760,112175,0.351,Prime,Current,0,0,0.0344,2023,2023Q1,0,0,0.2457,High
LN002233,2024-04-27,CA,Mortgage,296312,0.0276,360,802,34416,0.228,Near-Prime,Current,0,0,0.0174,2024,2024Q2,0,0,0.2307,High
LN002234,2021-11-21,MS,Credit Card,8149,0.0412,0,752,61588,0.169,Near-Prime,Current,0,0,0.0165,2021,2021Q4,0,0,0.2631,High
LN002235,2021-12-20,NY,Mortgage,325701,0.0286,360,822,71548,0.289,Prime,Current,2,0,0.0114,2021,2021Q4,0,0,0.1868,High
LN002236,2022-12-23,CA,Mortgage,217460,0.0632,360,624,65229,0.158,Subprime,Current,2,0,0.1188,2022,2022Q4,0,0,0.6073,Critical
LN002237,2019-08-13,GA,Auto,27000,0.1365,60,310,63965,0.363,Deep Subprime,90+ DPD,112,0,0.2742,2019,2019Q3,0,1,0.9194,Critical
LN002238,2020-06-15,MD,Auto,28566,0.0394,60,773,81850,0.457,Subprime,Current,0,0,0.0324,2020,2020Q2,0,0,0.2906,High
LN002239,2021-02-24,FL,Auto,35514,0.0292,60,848,20988,0.336,Near-Prime,Current,0,0,0.0176,2021,2021Q1,0,0,0.1658,High
LN002240,2019-03-01,FL,Student,32185,0.0541,120,699,56996,0.357,Near-Prime,Current,3,0,0.0661,2019,2019Q1,0,0,0.4406,Critical
LN002241,2023-06-30,FL,Auto,29844,0.0627,60,615,48526,0.151,Subprime,Current,0,0,0.1675,2023,2023Q2,0,0,0.6163,Critical
LN002242,2024-04-04,SD,Auto,24801,0.0532,60,709,41786,0.178,Near-Prime,Current,4,0,0.0508,2024,2024Q2,0,0,0.3057,Critical
LN002243,2024-12-07,TX,Personal,9510,0.0373,48,775,92927,0.289,Prime,Charged-Off,362,7323,0.014,2024,2024Q4,1,1,0.2531,High
LN002244,2019-07-11,MI,Mortgage,218988,0.0512,360,706,100314,0.27,Near-Prime,Current,3,0,0.0806,2019,2019Q3,0,0,0.3129,Critical
LN002245,2021-12-15,AR,Auto,45251,0.0413,60,778,105703,0.139,Prime,Current,4,0,0.0339,2021,2021Q4,0,0,0.2639,High
LN002246,2024-02-25,TX,Small Business,31707,0.0251,84,837,91644,0.292,Prime,Current,0,0,0.0157,2024,2024Q1,0,0,0.1791,High
LN002247,2020-08-26,NH,Mortgage,356143,0.0288,360,826,32907,0.273,Near-Prime,Current,0,0,0.0045,2020,2020Q3,0,0,0.1739,High
LN002248,2022-09-07,NM,Auto,18619,0.064,60,626,64396,0.257,Subprime,60-89 DPD,74,0,0.1729,2022,2022Q3,0,1,0.5457,Critical
LN002249,2022-12-07,CT,Small Business,55945,0.0546,84,698,104273,0.323,Near-Prime,Current,0,0,0.058,2022,2022Q4,0,0,0.4272,Critical
LN002250,2021-10-20,FL,Mortgage,419625,0.0445,360,724,16992,0.274,Near-Prime,Current,0,0,0.0496,2021,2021Q4,0,0,0.3782,Critical
LN002251,2021-07-01,VA,Auto,30622,0.0466,60,714,134976,0.268,Near-Prime,Current,4,0,0.0483,2021,2021Q3,0,0,0.2428,High
LN002252,2024-12-01,MO,Credit Card,9179,0.088,0,520,31980,0.256,Deep Subprime,30-59 DPD,47,0,0.2588,2024,2024Q4,0,1,0.6882,Critical
LN002253,2020-10-24,RI,Mortgage,285259,0.0252,360,793,38373,0.111,Near-Prime,Current,0,0,0.0148,2020,2020Q4,0,0,0.1778,High
LN002254,2022-09-08,TX,Mortgage,442656,0.0537,360,684,87821,0.21,Near-Prime,Current,0,0,0.0687,2022,2022Q3,0,0,0.3619,Critical
LN002255,2023-04-01,MD,Student,47106,0.0202,120,846,158669,0.465,Subprime,Current,0,0,0.0172,2023,2023Q2,0,0,0.2123,High
LN002256,2023-12-23,NY,Student,41568,0.0177,120,845,37532,0.188,Near-Prime,Current,0,0,0.0086,2023,2023Q4,0,0,0.1667,High
LN002257,2024-03-11,TX,Auto,55104,0.1322,60,357,40426,0.272,Deep Subprime,Default,177,45372,0.2035,2024,2024Q1,1,1,0.8738,Critical
LN002258,2023-05-29,PA,Auto,47520,0.0245,60,830,112147,0.285,Prime,Current,0,0,0.0136,2023,2023Q2,0,0,0.149,Medium
LN002259,2022-10-14,CO,Student,32036,0.0385,120,754,65004,0.373,Near-Prime,Current,0,0,0.023,2022,2022Q4,0,0,0.3394,Critical
LN002260,2019-12-17,OH,Personal,19858,0.0404,48,738,52888,0.144,Near-Prime,60-89 DPD,78,0,0.0847,2019,2019Q4,0,1,0.2832,High
LN002261,2020-09-13,NC,Mortgage,205950,0.0523,360,729,66496,0.299,Near-Prime,Current,1,0,0.09,2020,2020Q3,0,0,0.2892,High
LN002262,2022-04-22,ND,Mortgage,285267,0.046,360,713,178483,0.275,Near-Prime,Current,3,0,0.0861,2022,2022Q2,0,0,0.2723,High
LN002263,2021-06-14,IL,Auto,16583,0.0497,60,712,87988,0.26,Near-Prime,Current,0,0,0.0797,2021,2021Q2,0,0,0.3178,Critical
LN002264,2019-03-18,VA,Student,19167,0.0393,120,776,71513,0.279,Prime,Current,4,0,0.0262,2019,2019Q1,0,0,0.2634,High
LN002265,2020-12-23,IL,Small Business,205713,0.0988,84,450,80009,0.454,Deep Subprime,Current,0,0,0.2119,2020,2020Q4,0,0,0.8318,Critical
LN002266,2024-08-19,IL,Credit Card,4601,0.0399,0,749,73705,0.138,Prime,30-59 DPD,42,0,0.0186,2024,2024Q3,0,1,0.3229,Critical
LN002267,2023-09-08,MA,Small Business,98475,0.0745,84,598,94529,0.434,Subprime,30-59 DPD,45,0,0.1779,2023,2023Q3,0,1,0.7027,Critical
LN002268,2024-08-25,MS,Auto,8633,0.121,60,371,43515,0.114,Deep Subprime,Current,0,0,0.2105,2024,2024Q3,0,0,0.8633,Critical
LN002269,2022-03-31,NC,Auto,50740,0.0352,60,788,57870,0.094,Near-Prime,Current,0,0,0.0157,2022,2022Q1,0,0,0.1962,High
LN002270,2023-05-17,MD,Student,42469,0.0386,120,764,59281,0.453,Subprime,90+ DPD,105,0,0.0341,2023,2023Q2,0,1,0.3913,Critical
LN002271,2020-03-06,CA,Personal,17166,0.0509,48,723,37675,0.472,Subprime,Current,3,0,0.0503,2020,2020Q1,0,0,0.4877,Critical
LN002272,2020-03-13,FL,Auto,33596,0.082,60,532,34574,0.654,Deep Subprime,Current,0,0,0.2728,2020,2020Q1,0,0,0.6682,Critical
LN002273,2024-05-27,GA,Mortgage,332284,0.0323,360,803,120357,0.2,Prime,Current,0,0,0.0046,2024,2024Q2,0,0,0.234,High
LN002274,2021-01-21,CA,Small Business,76121,0.0402,84,754,85338,0.258,Prime,Current,0,0,0.0245,2021,2021Q1,0,0,0.3675,Critical
LN002275,2019-03-10,FL,Auto,39881,0.089,60,526,144983,0.32,Deep Subprime,60-89 DPD,75,0,0.225,2019,2019Q1,0,1,0.6241,Critical
LN002276,2024-11-11,GA,Mortgage,257975,0.0506,360,714,77059,0.162,Near-Prime,Default,183,104060,0.0598,2024,2024Q4,1,1,0.3495,Critical
LN002277,2022-06-21,CA,Personal,5436,0.0499,48,682,70254,0.206,Near-Prime,Current,3,0,0.0503,2022,2022Q2,0,0,0.4416,Critical
LN002278,2023-07-23,FL,Personal,8486,0.1181,48,380,54075,0.275,Deep Subprime,Current,3,0,0.2717,2023,2023Q3,0,0,0.8919,Critical
LN002279,2021-09-27,GA,Mortgage,283877,0.0394,360,782,99124,0.493,Subprime,Current,0,0,0.0357,2021,2021Q3,0,0,0.3098,Critical
LN002280,2021-05-29,MI,Student,25418,0.0327,120,770,31683,0.438,Subprime,Current,0,0,0.0149,2021,2021Q2,0,0,0.3711,Critical
LN002281,2024-11-27,AR,Mortgage,204891,0.0405,360,757,69724,0.268,Near-Prime,Current,4,0,0.0286,2024,2024Q4,0,0,0.2827,High
LN002282,2021-12-17,WA,Mortgage,274807,0.0668,360,633,95063,0.214,Subprime,30-59 DPD,40,0,0.1533,2021,2021Q4,0,1,0.5087,Critical
LN002283,2021-12-27,PA,Auto,41038,0.0261,60,827,57399,0.339,Near-Prime,60-89 DPD,78,0,0.0066,2021,2021Q4,0,1,0.1412,Medium
LN002284,2019-04-16,AR,Personal,9376,0.0454,48,672,74649,0.428,Near-Prime,Current,0,0,0.0685,2019,2019Q2,0,0,0.4525,Critical
LN002285,2019-11-08,CO,Credit Card,3460,0.0292,0,842,132218,0.408,Near-Prime,Current,0,0,0.0157,2019,2019Q4,0,0,0.1561,High
LN002286,2022-10-07,TX,Student,30373,0.1121,120,393,53374,0.163,Deep Subprime,Default,179,28367,0.2228,2022,2022Q4,1,1,0.8539,Critical
LN002287,2022-06-29,TX,Small Business,83844,0.0636,84,677,73857,0.183,Near-Prime,Current,0,0,0.0844,2022,2022Q2,0,0,0.4184,Critical
LN002288,2023-08-17,AZ,Mortgage,125925,0.0337,360,763,99872,0.322,Prime,Current,0,0,0.0342,2023,2023Q3,0,0,0.2743,High
LN002289,2020-08-19,MI,Mortgage,150051,0.0615,360,664,51058,0.193,Subprime,90+ DPD,109,0,0.1729,2020,2020Q3,0,1,0.4927,Critical
LN002290,2023-09-27,CO,Auto,26864,0.0318,60,784,34910,0.193,Near-Prime,Current,0,0,0.0169,2023,2023Q3,0,0,0.2355,High
LN002291,2021-02-12,IN,Mortgage,213006,0.0375,360,748,86231,0.431,Subprime,Current,2,0,0.0249,2021,2021Q1,0,0,0.3386,Critical
LN002292,2024-05-08,VA,Student,36388,0.1308,120,389,63440,0.279,Deep Subprime,Current,0,0,0.218,2024,2024Q2,0,0,0.8741,Critical
LN002293,2020-10-13,RI,Personal,24640,0.0317,48,789,59084,0.352,Near-Prime,Current,0,0,0.0243,2020,2020Q4,0,0,0.2101,High
LN002294,2022-01-30,NC,Credit Card,6882,0.0391,0,726,65182,0.262,Near-Prime,Current,0,0,0.0572,2022,2022Q1,0,0,0.2958,High
LN002295,2022-05-15,CA,Mortgage,152267,0.0786,360,607,33159,0.528,Subprime,Current,0,0,0.1295,2022,2022Q2,0,0,0.6754,Critical
LN002296,2022-12-10,SC,Auto,14798,0.0269,60,837,52841,0.374,Near-Prime,Current,4,0,0.0077,2022,2022Q4,0,0,0.1329,Medium
LN002297,2021-09-16,FL,Auto,39702,0.0327,60,827,85585,0.129,Prime,30-59 DPD,47,0,0.0119,2021,2021Q3,0,1,0.1931,High
LN002298,2021-02-15,MD,Mortgage,170890,0.0635,360,613,59794,0.174,Subprime,Current,4,0,0.132,2021,2021Q1,0,0,0.5868,Critical
LN002299,2023-03-08,ID,Auto,29268,0.0517,60,679,46257,0.158,Near-Prime,Current,3,0,0.0524,2023,2023Q1,0,0,0.3966,Critical
LN002300,2021-08-22,MA,Auto,30473,0.0469,60,732,41369,0.248,Near-Prime,Current,0,0,0.0588,2021,2021Q3,0,0,0.2978,High
LN002301,2022-11-08,NJ,Auto,23535,0.0294,60,797,68590,0.429,Near-Prime,Current,3,0,0.0282,2022,2022Q4,0,0,0.1778,High
LN002302,2021-08-13,OH,Mortgage,336901,0.019,360,841,91187,0.243,Prime,Current,0,0,0.0171,2021,2021Q3,0,0,0.153,High
LN002303,2024-02-22,IL,Mortgage,183805,0.0563,360,695,100007,0.328,Near-Prime,Current,0,0,0.0764,2024,2024Q1,0,0,0.3629,Critical
LN002304,2019-04-10,NY,Auto,45641,0.0291,60,778,45341,0.325,Near-Prime,Charged-Off,362,6450,0.0258,2019,2019Q2,1,1,0.194,High
LN002305,2023-01-29,VA,Mortgage,107937,0.0449,360,704,134923,0.135,Near-Prime,Current,4,0,0.0604,2023,2023Q1,0,0,0.2433,High
LN002306,2023-12-28,MO,Mortgage,165463,0.057,360,682,63381,0.413,Near-Prime,Current,0,0,0.0647,2023,2023Q4,0,0,0.3788,Critical
LN002307,2023-06-26,AZ,Mortgage,410587,0.0189,360,832,26373,0.209,Near-Prime,Current,0,0,0.018,2023,2023Q2,0,0,0.2028,High
LN002308,2019-03-18,TX,Mortgage,377332,0.0535,360,681,63540,0.469,Subprime,Current,4,0,0.0736,2019,2019Q1,0,0,0.4534,Critical
LN002309,2020-09-19,GA,Mortgage,286720,0.0488,360,719,36258,0.113,Near-Prime,Current,1,0,0.0523,2020,2020Q3,0,0,0.3489,Critical
LN002310,2023-03-24,CO,Mortgage,428234,0.0361,360,758,73471,0.109,Prime,Current,0,0,0.0193,2023,2023Q1,0,0,0.335,Critical
LN002311,2022-11-20,OH,Auto,39300,0.0587,60,647,68806,0.31,Subprime,Current,0,0,0.1681,2022,2022Q4,0,0,0.4992,Critical
LN002312,2021-07-12,NC,Personal,13178,0.0501,48,738,27957,0.13,Near-Prime,Current,0,0,0.0592,2021,2021Q3,0,0,0.3261,Critical
LN002313,2024-06-06,MD,Personal,8715,0.0272,48,811,122869,0.139,Prime,Current,4,0,0.0108,2024,2024Q2,0,0,0.2162,High
LN002314,2020-04-23,WA,Student,15552,0.0421,120,761,43367,0.223,Near-Prime,Current,0,0,0.0264,2020,2020Q2,0,0,0.2595,High
LN002315,2019-10-30,IL,Auto,17654,0.0247,60,814,24117,0.233,Near-Prime,Current,1,0,0.0137,2019,2019Q4,0,0,0.1787,High
LN002316,2020-06-19,UT,Auto,12537,0.0666,60,626,113594,0.278,Subprime,Current,0,0,0.1236,2020,2020Q2,0,0,0.4943,Critical
LN002317,2021-09-25,TX,Student,42792,0.0551,120,689,81251,0.251,Near-Prime,Current,0,0,0.068,2021,2021Q3,0,0,0.3826,Critical
LN002318,2022-10-11,ND,Auto,39445,0.0283,60,811,52679,0.445,Subprime,Current,0,0,0.0078,2022,2022Q4,0,0,0.2313,High
LN002319,2020-03-28,TX,Personal,14100,0.0506,48,711,61341,0.527,Subprime,Current,0,0,0.0567,2020,2020Q1,0,0,0.4191,Critical
LN002320,2019-01-14,CA,Auto,15986,0.083,60,603,56484,0.372,Subprime,Current,0,0,0.1784,2019,2019Q1,0,0,0.6658,Critical
LN002321,2023-04-26,CT,Auto,22343,0.0587,60,690,27087,0.507,Subprime,Current,1,0,0.0592,2023,2023Q2,0,0,0.5143,Critical
LN002322,2022-09-06,FL,Personal,13198,0.0516,48,714,29758,0.25,Near-Prime,Current,0,0,0.0651,2022,2022Q3,0,0,0.4071,Critical
LN002323,2022-02-02,IN,Mortgage,478495,0.0702,360,639,96389,0.13,Subprime,Current,0,0,0.1234,2022,2022Q1,0,0,0.6084,Critical
LN002324,2021-09-11,WI,Mortgage,186365,0.0225,360,828,73595,0.33,Prime,Current,1,0,0.013,2021,2021Q3,0,0,0.1447,Medium
LN002325,2019-02-04,KY,Mortgage,160824,0.0289,360,847,94629,0.346,Prime,Current,0,0,0.0142,2019,2019Q1,0,0,0.1563,High
LN002326,2022-03-29,SD,Mortgage,562664,0.0261,360,786,109516,0.423,Near-Prime,Current,4,0,0.0155,2022,2022Q1,0,0,0.2075,High
LN002327,2019-07-13,NY,Mortgage,328587,0.0436,360,751,11447,0.131,Near-Prime,Current,0,0,0.0354,2019,2019Q3,0,0,0.2686,High
LN002328,2023-01-19,TN,Auto,47481,0.0296,60,837,48832,0.201,Near-Prime,Current,2,0,0.0131,2023,2023Q1,0,0,0.1352,Medium
LN002329,2020-07-03,CA,Student,25336,0.0269,120,784,33605,0.192,Near-Prime,Current,0,0,0.0185,2020,2020Q3,0,0,0.281,High
LN002330,2022-03-22,IL,Student,41321,0.1134,120,411,56162,0.179,Deep Subprime,Current,0,0,0.2186,2022,2022Q1,0,0,0.8699,Critical
LN002331,2021-01-07,LA,Mortgage,586325,0.061,360,644,23710,0.196,Subprime,Current,0,0,0.1368,2021,2021Q1,0,0,0.6326,Critical
LN002332,2023-09-08,IL,Credit Card,5617,0.1,0,441,80716,0.345,Deep Subprime,Current,0,0,0.2676,2023,2023Q3,0,0,0.8006,Critical
LN002333,2021-01-08,NJ,Auto,21409,0.1011,60,472,83297,0.325,Deep Subprime,Current,0,0,0.2179,2021,2021Q1,0,0,0.712,Critical
LN002334,2021-06-04,GA,Mortgage,213660,0.046,360,719,186629,0.403,Near-Prime,30-59 DPD,46,0,0.0855,2021,2021Q2,0,1,0.2814,High
LN002335,2022-10-11,WA,Student,35191,0.0557,120,708,56949,0.19,Near-Prime,Current,4,0,0.0504,2022,2022Q4,0,0,0.3568,Critical
LN002336,2024-08-09,NH,Personal,13440,0.0657,48,633,84005,0.23,Subprime,Current,0,0,0.1352,2024,2024Q3,0,0,0.5905,Critical
LN002337,2024-10-10,CA,Personal,29722,0.129,48,310,97261,0.244,Deep Subprime,Default,180,25650,0.2706,2024,2024Q4,1,1,0.9326,Critical
LN002338,2024-11-27,MI,Mortgage,291745,0.0432,360,737,141413,0.264,Near-Prime,Current,0,0,0.0858,2024,2024Q4,0,0,0.2669,High
LN002339,2022-02-06,OR,Auto,35239,0.0572,60,663,34007,0.118,Subprime,60-89 DPD,73,0,0.1447,2022,2022Q1,0,1,0.4741,Critical
LN002340,2022-08-28,OH,Student,38712,0.0438,120,772,93678,0.13,Prime,Current,1,0,0.0307,2022,2022Q3,0,0,0.2888,High
LN002341,2020-08-26,CA,Auto,26329,0.1332,60,324,73040,0.458,Deep Subprime,Current,3,0,0.2679,2020,2020Q3,0,0,0.9145,Critical
LN002342,2019-10-21,MI,Personal,17596,0.0285,48,810,26674,0.52,Subprime,Current,0,0,0.0146,2019,2019Q4,0,0,0.2865,High
LN002343,2022-12-17,NY,Auto,20742,0.0402,60,801,75637,0.391,Near-Prime,Current,0,0,0.0071,2022,2022Q4,0,0,0.1781,High
LN002344,2021-12-19,TX,Student,34481,0.0442,120,743,86750,0.349,Prime,Current,0,0,0.022,2021,2021Q4,0,0,0.3236,Critical
LN002345,2023-06-25,LA,Mortgage,235438,0.0403,360,744,25761,0.097,Near-Prime,Current,0,0,0.0212,2023,2023Q2,0,0,0.2889,High
LN002346,2021-12-07,NC,Auto,19151,0.0241,60,823,57635,0.324,Near-Prime,Current,0,0,0.0109,2021,2021Q4,0,0,0.1517,High
LN002347,2023-04-01,MS,Mortgage,584012,0.0661,360,645,62270,0.383,Subprime,Current,0,0,0.1146,2023,2023Q2,0,0,0.621,Critical
LN002348,2023-10-16,WI,Personal,8285,0.0224,48,821,61321,0.089,Near-Prime,Current,0,0,0.0168,2023,2023Q4,0,0,0.1543,High
LN002349,2024-11-27,MA,Personal,14494,0.0489,48,786,81835,0.282,Prime,Current,0,0,0.0159,2024,2024Q4,0,0,0.2995,High
LN002350,2020-03-09,CA,Mortgage,91509,0.0359,360,782,44364,0.394,Near-Prime,Current,0,0,0.0162,2020,2020Q1,0,0,0.2285,High
LN002351,2019-03-31,PA,Personal,14877,0.0585,48,672,34636,0.098,Near-Prime,Current,0,0,0.0592,2019,2019Q1,0,0,0.411,Critical
LN002352,2019-04-29,TX,Auto,29316,0.0401,60,712,76400,0.186,Near-Prime,Current,0,0,0.0485,2019,2019Q2,0,0,0.2539,High
LN002353,2019-01-24,IA,Mortgage,238128,0.0205,360,794,131400,0.302,Prime,Current,0,0,0.0175,2019,2019Q1,0,0,0.2027,High
LN002354,2019-07-04,TX,Auto,32089,0.0313,60,782,126648,0.216,Prime,Current,0,0,0.0354,2019,2019Q3,0,0,0.1795,High
LN002355,2019-08-02,NY,Mortgage,161818,0.0305,360,788,197824,0.177,Prime,Current,0,0,0.0215,2019,2019Q3,0,0,0.1606,High
LN002356,2024-03-19,GA,Auto,32688,0.1168,60,376,49749,0.174,Deep Subprime,90+ DPD,106,0,0.2898,2024,2024Q1,0,1,0.8722,Critical
LN002357,2021-02-11,FL,Mortgage,131912,0.0448,360,729,55053,0.433,Subprime,Current,1,0,0.0792,2021,2021Q1,0,0,0.3911,Critical
LN002358,2022-01-21,FL,Personal,11836,0.0341,48,737,20412,0.164,Near-Prime,Current,0,0,0.0571,2022,2022Q1,0,0,0.3429,Critical
LN002359,2019-09-11,NJ,Student,50905,0.0707,120,625,44010,0.297,Subprime,90+ DPD,105,0,0.1275,2019,2019Q3,0,1,0.6413,Critical
LN002360,2022-01-25,CA,Auto,38469,0.0621,60,650,27168,0.222,Subprime,Current,0,0,0.1681,2022,2022Q1,0,0,0.5786,Critical
LN002361,2021-05-29,CA,Mortgage,409864,0.0693,360,628,50381,0.183,Subprime,Current,0,0,0.1588,2021,2021Q2,0,0,0.6511,Critical
LN002362,2022-05-20,IL,Small Business,88380,0.0451,84,738,118295,0.234,Near-Prime,Current,0,0,0.0632,2022,2022Q2,0,0,0.3311,Critical
LN002363,2022-03-02,TN,Personal,17751,0.0474,48,702,101968,0.139,Near-Prime,Default,179,13713,0.0702,2022,2022Q1,1,1,0.3192,Critical
LN002364,2019-05-08,MI,Mortgage,140506,0.0888,360,534,50777,0.222,Deep Subprime,30-59 DPD,44,0,0.2199,2019,2019Q2,0,1,0.6169,Critical
LN002365,2023-11-24,PA,Student,44202,0.0372,120,801,44913,0.386,Near-Prime,Current,1,0,0.0153,2023,2023Q4,0,0,0.2333,High
LN002366,2021-08-09,MI,Mortgage,562437,0.0367,360,754,39886,0.307,Near-Prime,Current,1,0,0.0334,2021,2021Q3,0,0,0.3125,Critical
LN002367,2022-01-25,IL,Auto,26701,0.0477,60,743,92165,0.205,Prime,Current,0,0,0.0215,2022,2022Q1,0,0,0.3097,Critical
LN002368,2019-09-09,MS,Auto,26188,0.0713,60,638,51183,0.222,Subprime,Current,1,0,0.1143,2019,2019Q3,0,0,0.5499,Critical
LN002369,2024-02-14,CA,Auto,30309,0.0329,60,792,68320,0.228,Near-Prime,90+ DPD,109,0,0.0214,2024,2024Q1,0,1,0.2211,High
LN002370,2020-05-22,AZ,Small Business,111978,0.0514,84,698,83668,0.38,Near-Prime,Current,0,0,0.0478,2020,2020Q2,0,0,0.4445,Critical
LN002371,2019-07-03,CT,Auto,37519,0.0269,60,811,86757,0.136,Prime,Current,0,0,0.0083,2019,2019Q3,0,0,0.2016,High
LN002372,2023-09-08,CO,Mortgage,387965,0.0331,360,791,14875,0.335,Near-Prime,Current,0,0,0.0277,2023,2023Q3,0,0,0.2719,High
LN002373,2024-03-13,TX,Small Business,65432,0.0429,84,797,79252,0.27,Prime,Current,2,0,0.0193,2024,2024Q1,0,0,0.2532,High
LN002374,2024-10-16,NY,Small Business,42137,0.0183,84,843,62922,0.459,Subprime,30-59 DPD,44,0,0.017,2024,2024Q4,0,1,0.2205,High
LN002375,2019-10-20,TN,Personal,8856,0.0777,48,590,24307,0.194,Subprime,Current,2,0,0.166,2019,2019Q4,0,0,0.6643,Critical
